	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
676	108.039274,32.081440	川陕大道与玉龙街交叉口东北100米	万源市	达州市	B0FFFW9UP5	[]	华硕厨卫	四川省	18281889945	购物服务;家居建材市场;厨卫市场	060604	108.039274	32.081440	华硕
677	110.888808,35.536557	003乡道与807县道交叉口东150米	稷山县	运城市	B0FFGBB3QT	[]	华硕电脑	山西省	15536251183	购物服务;家电电子卖场;数码电子	060306	110.888808	35.536557	华硕
678	115.582223,38.498017	蠡吾南大街30号	蠡县	保定市	B0FFGXVME4	[]	华硕电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.582223	38.498017	华硕
679	115.681084,30.729842	一里沙路与毕升大道交叉口东50米	英山县	黄冈市	B0FFFWTJM6	[]	华硕电脑	湖北省	[]	购物服务;家电电子卖场;数码电子	060306	115.681084	30.729842	华硕
680	118.597257,31.566792	314省道	当涂县	马鞍山市	B0FFFV45TB	[]	华硕电脑	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	118.597257	31.566792	华硕
681	119.045903,33.560302	正大路城置公园龙湾4号07	清江浦区	淮安市	B0FFIB7NB4	[]	华硕厨卫	江苏省	[]	购物服务;家居建材市场;厨卫市场	060604	119.045903	33.560302	华硕
682	114.530750,35.549077	新鑫路北50米	滑县	安阳市	B0FFGPO6CD	[]	华硕厨卫	河南省	15226101263;15226101203	购物服务;家居建材市场;厨卫市场	060604	114.530750	35.549077	华硕
683	116.609302,34.568810	宋楼镇丰县农村商业银行南60米	丰县	徐州市	B0FFFVVBN2	[]	华硕电脑	江苏省	0516-89359668;13151790608	购物服务;家电电子卖场;数码电子	060306	116.609302	34.568810	华硕
684	113.663243,34.797760	勤工路8-4号楼1单元1506号	金水区	郑州市	B0FFHW4GQM	[]	华硕电脑	河南省	18603834578	购物服务;家电电子卖场;数码电子	060306	113.663243	34.797760	华硕
685	106.822537,32.298175	东榆铺街184号附近	南江县	巴中市	B0FFIG3PTN	[]	华硕电脑	四川省	[]	购物服务;家电电子卖场;数码电子	060306	106.822537	32.298175	华硕
686	114.895037,30.992787	潘塘街紫荆路220号	新洲区	武汉市	B0FFHJQX3V	[]	华硕电脑	湖北省	13971570041	购物服务;家电电子卖场;数码电子	060306	114.895037	30.992787	华硕
687	120.336541,31.597790	广益佳苑二期西大门广南路621号	梁溪区	无锡市	B0FFID9NND	[]	华硕电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.336541	31.597790	华硕
688	104.388097,31.126570	长江西路2段-4号	旌阳区	德阳市	B0FFHYTFVN	[]	华硕电脑	四川省	[]	购物服务;家电电子卖场;数码电子	060306	104.388097	31.126570	华硕
689	113.855818,22.735349	沙井新桥芙蓉工业区赛尔康大道66号	宝安区	深圳市	B0FFH84Z27	[]	华硕电脑	广东省	13510404600	购物服务;家电电子卖场;数码电子	060306	113.855818	22.735349	华硕
690	104.365969,31.130626	青云山路北段1-附47号附近	旌阳区	德阳市	B0FFIGQWY0	[]	华硕厨卫	四川省	[]	购物服务;家居建材市场;厨卫市场	060604	104.365969	31.130626	华硕
691	108.230631,31.094863	复兴街59号附近	开州区	重庆市	B0FFHM842V	[]	华硕电脑	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	108.230631	31.094863	华硕
692	119.096683,25.326391	清塘大道南50米	秀屿区	莆田市	B0FFIGRBFD	[]	华硕电脑	福建省	[]	购物服务;家电电子卖场;数码电子	060306	119.096683	25.326391	华硕
693	114.128160,27.692378	芥子路与759乡道交叉口西南50米	芦溪县	萍乡市	B0FFFVV6XE	[]	华硕电脑	江西省	18779912795	购物服务;家电电子卖场;数码电子	060306	114.128160	27.692378	华硕
694	116.596644,39.850336	黑庄户村世纪家家福超市	朝阳区	北京市	B0FFH0W4JQ	[]	华硕电脑	北京市	[]	购物服务;家电电子卖场;数码电子	060306	116.596644	39.850336	华硕
695	102.714885,25.042626	青年路美亚大厦二楼	五华区	昆明市	B0FFI19P90	[]	华硕电脑	云南省	[]	购物服务;家电电子卖场;数码电子	060306	102.714885	25.042626	华硕
696	118.455033,31.513137	永兴中路与永兴路交叉口西南150米	当涂县	马鞍山市	B0FFFYHNKM	[]	华硕电脑	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	118.455033	31.513137	华硕
697	117.024551,28.243493	胜利西路与莲花路交汇处西北150米	月湖区	鹰潭市	B0FFGE5BN6	[]	华硕电脑	江西省	15270145318	购物服务;家电电子卖场;数码电子	060306	117.024551	28.243493	华硕
698	111.286940,30.706250	学院街道珍珠路53号宜昌电脑城	西陵区	宜昌市	B0FFGLKPSO	[]	华硕电脑	湖北省	[]	购物服务;家电电子卖场;数码电子	060306	111.286940	30.706250	华硕
699	113.097142,39.815454	仁里路308号(阳光大酒店斜对面信用联社隔壁)	怀仁县	朔州市	B0FFFZ4HIC	[]	华硕电脑	山西省	0349-3024471	购物服务;家电电子卖场;数码电子	060306	113.097142	39.815454	华硕
700	113.768860,23.045956	万园路与鸿裕三街交叉口东100米	东莞市	东莞市	B0FFIDEDIX	[]	华硕电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.768860	23.045956	华硕
701	112.007553,27.736441	氐星路明珠电脑城南A栋104室	娄星区	娄底市	B0FFFW3K5G	[]	华硕电脑	湖南省	0738-8260258;0738-8222855	购物服务;家电电子卖场;数码电子	060306	112.007553	27.736441	华硕
702	121.502552,31.154178	精品街17号西	浦东新区	上海市	B0FFI9O561	[]	华硕电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.502552	31.154178	华硕
703	115.645423,34.395887	香君路上海新宇超市西侧10米	睢阳区	商丘市	B0FFFRE9T9	[]	华硕电脑	河南省	15137001919	购物服务;家电电子卖场;数码电子	060306	115.645423	34.395887	华硕
704	112.420294,34.418290	文化南路与荆山西路交叉口西南100米	伊川县	洛阳市	B0FFH5U9HM	[]	华硕电脑	河南省	18937978666	购物服务;家电电子卖场;数码电子	060306	112.420294	34.418290	华硕
705	109.604790,31.393862	滨河南路340号附近	巫溪县	重庆市	B0FFFZN6C5	[]	华硕厨卫	重庆市	[]	购物服务;家居建材市场;厨卫市场	060604	109.604790	31.393862	华硕
706	120.155875,36.352189	李哥庄镇广场大街82号	胶州市	青岛市	B0FFFWMZGN	[]	华硕电脑	山东省	15866878533	购物服务;家电电子卖场;数码电子	060306	120.155875	36.352189	华硕
707	114.004718,22.734432	观澜大水坑二村山猪坑33栋1层	龙华区	深圳市	B0FFFZ1EK9	[]	华硕电脑	广东省	17727429767	购物服务;家电电子卖场;数码电子	060306	114.004718	22.734432	华硕
708	121.053140,31.105572	朱家角镇祥凝浜路804号	青浦区	上海市	B0FFG9SMYC	[]	华硕电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.053140	31.105572	华硕
709	118.215373,36.945088	齐峰路北50米	临淄区	淄博市	B0FFH2R77F	[]	华硕电脑	山东省	0533-7755665	购物服务;家电电子卖场;数码电子	060306	118.215373	36.945088	华硕
710	106.089975,30.785074	解放街41号附近	顺庆区	南充市	B0FFIE3I6J	[]	华硕电脑	四川省	[]	购物服务;家电电子卖场;数码电子	060306	106.089975	30.785074	华硕
711	103.758977,29.581580	柏杨街道柏杨东路255号	市中区	乐山市	B0FFHE9EWG	[]	华硕厨卫	四川省	[]	购物服务;家居建材市场;厨卫市场	060604	103.758977	29.581580	华硕
712	114.513494,37.283447	公园路与幸福南大街交叉口东北50米	内丘县	邢台市	B0FFHOLEG6	[]	华硕电脑	河北省	0319-6868287	购物服务;家电电子卖场;数码电子	060306	114.513494	37.283447	华硕
713	116.834202,38.578563	京福北大街与新华东路交叉口南100米	青县	沧州市	B0FFG88DV2	[]	华硕通讯	河北省	[]	购物服务;家电电子卖场;手机销售	060305	116.834202	38.578563	华硕
714	111.842816,33.052903	渚阳大街北97号	内乡县	南阳市	B0FFG9AVBB	[]	华硕电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	111.842816	33.052903	华硕
715	114.123290,23.140662	龙溪镇合隆百货对面	博罗县	惠州市	B0FFF4BJ81	[]	华硕电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	114.123290	23.140662	华硕
716	112.592783,34.746148	平乐镇白常路平乐高中西150米	孟津县	洛阳市	B0FFFW8V0H	[]	华硕电脑	河南省	18638830435	购物服务;家电电子卖场;数码电子	060306	112.592783	34.746148	华硕
717	121.808692,31.092834	盐朝公路776-7号	浦东新区	上海市	B0FFG47GID	[]	华硕电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.808692	31.092834	华硕
718	120.345807,30.316601	经济技术开发区贤德巷老婆大人量贩零食连锁NO.076北60米	江干区	杭州市	B0FFG2RUU4	[]	华硕电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.345807	30.316601	华硕
719	121.617719,31.202588	张江路764号附近	浦东新区	上海市	B0FFHXDDFG	[]	华硕电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.617719	31.202588	华硕
720	104.724115,31.440381	毅锦街1号2区上6幢10号	涪城区	绵阳市	B0FFFV500N	[]	华硕厨卫	四川省	13658135240	购物服务;家居建材市场;厨卫市场	060604	104.724115	31.440381	华硕
721	112.046927,34.517589	323省道北50米	宜阳县	洛阳市	B0FFGABSST	[]	华硕电脑	河南省	[]	生活服务;维修站点;维修站点	071200	112.046927	34.517589	华硕
722	113.270229,39.189779	向阳路3号附近	繁峙县	忻州市	B0FFHX7PUS	[]	华硕电脑	山西省	[]	购物服务;家电电子卖场;数码电子	060306	113.270229	39.189779	华硕
723	106.630651,29.716274	两路街道胜利路170附7号	渝北区	重庆市	B0FFFPXIOQ	[]	华硕电脑	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	106.630651	29.716274	华硕
724	113.810410,22.737440	沙井镇辛养村辛居路13号	宝安区	深圳市	B0FFFE0EYO	[]	华硕电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.810410	22.737440	华硕
725	113.507884,27.666194	解放路99号-1栋-2楼-202室	醴陵市	株洲市	B0FFG2K6PX	[]	华硕电脑	湖南省	13487731999	购物服务;家电电子卖场;数码电子	060306	113.507884	27.666194	华硕
726	113.893479,23.063004	茶山镇南社工业区金山路(市场对面)	东莞市	东莞市	B0FFFW1Z3H	[]	华硕电脑	广东省	0769-82874982	购物服务;家电电子卖场;数码电子	060306	113.893479	23.063004	华硕
727	113.408380,32.369870	淮河路附近	桐柏县	南阳市	B0FFFVDTHS	[]	华硕电脑	河南省	13137080661	购物服务;家电电子卖场;数码电子	060306	113.408380	32.369870	华硕
728	105.091184,28.779495	水江北路89号附近	江安县	宜宾市	B0FFI9PFTQ	[]	华硕电脑	四川省	[]	购物服务;家电电子卖场;数码电子	060306	105.091184	28.779495	华硕
729	112.541900,32.975685	华山路与枣林前街交叉口南100米	宛城区	南阳市	B0FFG99JM7	[]	华硕电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	112.541900	32.975685	华硕
730	115.944163,28.693437	上海北路青湖欢乐街	青山湖区	南昌市	B0FFG2H52T	[]	华硕电脑	江西省	0791-87911328;13576251124	购物服务;家电电子卖场;数码电子	060306	115.944163	28.693437	华硕
731	121.165453,31.894677	健康路与江海路交叉口西南50米	海门市	南通市	B0FFHLGT10	[]	华硕电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	121.165453	31.894677	华硕
732	120.666309,27.843905	凤士桥凤士路48号	瑞安市	温州市	B0FFHMD29X	[]	华硕电脑	浙江省	0577-65336226;18815147557	购物服务;家电电子卖场;数码电子	060306	120.666309	27.843905	华硕
733	104.790916,28.843130	[]	翠屏区	宜宾市	B0FFI2KCVZ	[]	华硕电脑	四川省	[]	购物服务;家电电子卖场;数码电子	060306	104.790916	28.843130	华硕
734	114.161893,36.150776	姬红线与庄园大道交叉口北50米	安阳县	安阳市	B0FFG1FCDA	[]	华硕电脑	河南省	18238577373	购物服务;家电电子卖场;数码电子	060306	114.161893	36.150776	华硕
735	105.908546,29.340463	内环南路1080号3幢附近	永川区	重庆市	B0FFHU7LKF	[]	华硕电脑	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	105.908546	29.340463	华硕
736	114.601628,36.343091	临漳镇汽车站南行50米路西(名仕达小区楼下)	临漳县	邯郸市	B0FFFWAV1P	[]	华硕电脑	河北省	15933306562	购物服务;家电电子卖场;数码电子	060306	114.601628	36.343091	华硕
0	120.388290,30.948396	七都镇新村一路1757号	吴江区	苏州市	B0200188KW	[]	联想(七都专卖店)	江苏省	13962549538	购物服务;家电电子卖场;数码电子	060306	120.388290	30.948396	联想
1	125.477718,44.817944	利民路北50米	农安县	长春市	B01AF0ZD95	[]	联想(利民路)	吉林省	[]	购物服务;家电电子卖场;数码电子	060306	125.477718	44.817944	联想
2	114.319389,35.813258	宜沟镇邺南大道中段路南	汤阴县	安阳市	B017402971	[]	联想(全家福购物广场西)	河南省	0372-6372007;15517277811	购物服务;家电电子卖场;数码电子	060306	114.319389	35.813258	联想
3	111.681979,40.807743	大学西街96号	赛罕区	呼和浩特市	B01D703E32	[]	呼市联心大学路联想专卖店	内蒙古自治区	0471-3396645;0471-3317915	购物服务;家电电子卖场;数码电子	060306	111.681979	40.807743	联想
4	119.434908,32.780920	府前街207号	高邮市	扬州市	B02020J8VW	[]	联想(府前街)	江苏省	0514-84064004	购物服务;家电电子卖场;数码电子	060306	119.434908	32.780920	联想
5	116.363600,39.958654	新街口外大街19号北京师范大学12楼北侧	海淀区	北京市	B000A85HPC	[]	联想(北京师范大学校园店)	北京市	010-58805448;15810485507	购物服务;家电电子卖场;数码电子	060306	116.363600	39.958654	联想
6	126.947005,44.413542	舒兰大街3413号二商店才子电脑城	舒兰市	吉林市	B01B00PSC9	[]	联想(才子电脑店)	吉林省	0432-68256666;0432-68258666;13944290190	购物服务;家电电子卖场;数码电子	060306	126.947005	44.413542	联想
7	116.637040,27.548853	盱江大道529号	南城县	抚州市	B031A0042A	[]	联想(音奇电脑科技旗舰店)	江西省	[]	购物服务;家电电子卖场;数码电子	060306	116.637040	27.548853	联想
8	119.313803,26.068050	五一中路169号大利嘉城电脑电器市场A3-103A	台江区	福州市	B024F0355U	[]	联想(大利嘉城专卖店)	福建省	0591-87769315;0591-83337900;0591-83376808	购物服务;家电电子卖场;数码电子	060306	119.313803	26.068050	联想
9	114.568552,38.148715	府西街41-7号	正定县	石家庄市	B013704URS	[]	联想(正定府西街店)	河北省	0311-88028900;0311-88021615	购物服务;家电电子卖场;数码电子	060306	114.568552	38.148715	联想
10	104.067987,30.633323	一环路南二段24号附16号	武侯区	成都市	B001C7YKWI	[]	联想(肇庆店)	四川省	028-85245334;028-86317067	购物服务;家电电子卖场;数码电子	060306	104.067987	30.633323	联想
11	119.602635,39.941995	建设大街210号	海港区	秦皇岛市	B014F06AIW	[]	联想(建设大街专卖店)	河北省	0335-3257730;0335-3257720	购物服务;家电电子卖场;数码电子	060306	119.602635	39.941995	联想
12	113.392202,34.790209	演武路与塔山路交叉口向西50米路南	荥阳市	郑州市	B01730K7DJ	[]	联想(卓越专卖店)	河南省	13373905614	购物服务;家电电子卖场;数码电子	060306	113.392202	34.790209	联想
13	121.503981,30.990607	金闸公路678-680号	奉贤区	上海市	B00156D6CD	[]	联想(工业路)	上海市	021-57482949	购物服务;家电电子卖场;数码电子	060306	121.503981	30.990607	联想
14	102.721977,25.062888	北京路898号颐高数码中心B座	盘龙区	昆明市	B03670703S	[]	联想(颐高数码中心)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	102.721977	25.062888	联想
15	108.987902,34.248862	兴庆路附近	碑林区	西安市	B001D0WM78	[]	联想(兴庆路)	陕西省	13359231953	购物服务;家电电子卖场;数码电子	060306	108.987902	34.248862	联想
16	117.659799,39.042066	中心北路1866号附近	滨海新区	天津市	B001610XX6	[]	联想(塘沽中心北路店)	天津市	022-25345812	购物服务;家电电子卖场;数码电子	060306	117.659799	39.042066	联想
17	113.295774,28.211845	永安镇永安东路255号(信用社旁)	浏阳市	长沙市	B02DB0ZDBK	[]	联想(永安专卖店)	湖南省	13017184004	购物服务;家电电子卖场;数码电子	060306	113.295774	28.211845	联想
18	114.487584,36.610841	人民东路121号门市	丛台区	邯郸市	B013600EMP	[]	联想电脑(清真寺东侧店)	河北省	0310-3128986;0310-3203558	购物服务;家电电子卖场;数码电子	060306	114.487584	36.610841	联想
19	116.229924,40.224353	鼓楼西街9之1-2	昌平区	北京市	B000A8VOO2	[]	联想(昌平专卖店)	北京市	010-69727900	购物服务;家电电子卖场;数码电子	060306	116.229924	40.224353	联想
20	108.310379,30.998027	升华街与山花街交叉口西南50米	开州区	重庆市	B00178VCJM	[]	联想(长富街)	重庆市	18996662833	购物服务;专卖店;专营店	061200	108.310379	30.998027	联想
21	119.939640,37.167056	莱州南路68号	莱州市	烟台市	B0217053UL	[]	联想(莱州南路专卖店)	山东省	0535-2226789;13905452378	购物服务;家电电子卖场;数码电子	060306	119.939640	37.167056	联想
22	111.512658,36.080846	鼓楼南街8号	尧都区	临汾市	B01650A0BT	[]	联想(迎新公司店)	山西省	0357-3955000;13643435936	购物服务;家电电子卖场;数码电子	060306	111.512658	36.080846	联想
23	102.711269,25.055515	鼓楼路216号	五华区	昆明市	B03670WELW	[]	联想(圆通东路)	云南省	[]	购物服务;家电电子卖场;数码电子	060306	102.711269	25.055515	联想
24	114.484836,22.896584	三和经济开发区联想科技园e栋计材处	惠阳区	惠州市	B02F00PF6B	[]	联想(故香苑北)	广东省	0752-3501606	购物服务;家电电子卖场;数码电子	060306	114.484836	22.896584	联想
25	81.304887,43.930251	解放西路219号附近	伊宁市	伊犁哈萨克自治州	B03E7004J9	[]	联想(解放西路)	新疆维吾尔自治区	0999-8182839;13709998132	购物服务;家电电子卖场;数码电子	060306	81.304887	43.930251	联想
26	120.604735,31.506034	北桥镇上塘街23号(派出所西侧)	相城区	苏州市	B02000IFXZ	[]	联想(北桥店)	江苏省	0512-65990580;13222290885	购物服务;家电电子卖场;数码电子	060306	120.604735	31.506034	联想
27	106.289719,38.466391	文化东街251号	兴庆区	银川市	B03B703ODR	[]	联想(文化东街店)	宁夏回族自治区	0951-6014268;0951-6041699	购物服务;家电电子卖场;数码电子	060306	106.289719	38.466391	联想
28	117.414898,40.040926	人民西路国税局西侧	蓟州区	天津市	B0016150DC	[]	联想(方联第二专卖店)	天津市	022-29181009	购物服务;家电电子卖场;数码电子	060306	117.414898	40.040926	联想
29	120.507540,30.911057	镇南路1370号	吴江区	苏州市	B020018AMG	[]	联想(镇南路)	江苏省	13862520516	购物服务;家电电子卖场;数码电子	060306	120.507540	30.911057	联想
30	113.437811,22.360832	三乡镇文昌东路柏丽广场A2-18大伟创意网络公司	中山市	中山市	B02F8021ED	[]	联想(三乡旗舰店)	广东省	0760-86680228	购物服务;家电电子卖场;数码电子	060306	113.437811	22.360832	联想
31	120.287020,31.687986	堰桥东路与堰桥中路交叉口东南侧150米	惠山区	无锡市	B01FE1B3ZZ	[]	联想电脑(堰桥东街)	江苏省	13921154509	购物服务;家电电子卖场;数码电子	060306	120.287020	31.687986	联想
32	119.764570,36.382065	人民大街488号交通局西邻	高密市	潍坊市	B0218038M7	[]	联想(人民大街专卖店)	山东省	0536-2121755;0536-2320095	购物服务;家电电子卖场;数码电子	060306	119.764570	36.382065	联想
33	115.048868,38.031626	东胜街210号	晋州市	石家庄市	B01370TE2Z	[]	联想(晋州专卖店)	河北省	0311-84328808	购物服务;家电电子卖场;数码电子	060306	115.048868	38.031626	联想
34	121.717357,39.099833	光明街道迎湖街2号	金州区	大连市	B019B0C744	[]	联想(大连金州联利店)	辽宁省	0411-87873333	购物服务;家电电子卖场;数码电子	060306	121.717357	39.099833	联想
35	120.822137,31.616029	古里镇小康村金华路58号	常熟市	苏州市	B02001B8JQ	[]	联想(古里镇专卖店)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.822137	31.616029	联想
36	112.735173,38.416758	长征西街1-11号	忻府区	忻州市	B015E0086I	[]	联想(天成专卖店)	山西省	[]	购物服务;家电电子卖场;数码电子	060306	112.735173	38.416758	联想
37	113.704719,34.760870	金水路赛博数码广场	金水区	郑州市	B01731CLZV	[]	联想(未来路)	河南省	18939506207;0371-63702551;13333867731	购物服务;家电电子卖场;数码电子	060306	113.704719	34.760870	联想
38	116.701687,40.132762	306省道(彩俸社区卫生服务站北)	顺义区	北京市	B000A85XPU	[]	联想(前俸伯村一街)	北京市	[]	购物服务;家电电子卖场;数码电子	060306	116.701687	40.132762	联想
39	117.072863,24.019166	官陂镇信用社旁	诏安县	漳州市	B025403AF2	[]	联想(阳光世纪销售点)	福建省	0596-3069808	购物服务;家电电子卖场;数码电子	060306	117.072863	24.019166	联想
40	120.569242,32.383931	海阳路112号(捷安特自行车附近)	如皋市	南通市	B020104OMN	[]	联想(海阳中路店)	江苏省	0513-87691559	购物服务;家电电子卖场;数码电子	060306	120.569242	32.383931	联想
41	108.968306,34.456333	高庄镇农村信用合作联社高庄信用社	泾阳县	咸阳市	B038E0O9VK	[]	联想(原点新城站)	陕西省	[]	购物服务;家电电子卖场;数码电子	060306	108.968306	34.456333	联想
42	114.614367,23.571851	建设路北附近	源城区	河源市	B02FA02A47	[]	联想电脑(埔前专卖店)	广东省	0762-3424710	购物服务;家电电子卖场;数码电子	060306	114.614367	23.571851	联想
43	103.980209,30.664480	培风东街200号	青羊区	成都市	B001C8U2X9	[]	联想(培风东街)	四川省	[]	购物服务;家电电子卖场;数码电子	060306	103.980209	30.664480	联想
44	120.455794,41.584871	朝阳大街四段53-10号	双塔区	朝阳市	B01A5021BC	[]	联想(网通社区东南)	辽宁省	0421-7115566;0421-2801688	购物服务;家电电子卖场;数码电子	060306	120.455794	41.584871	联想
45	113.302823,23.219549	丛云路嘉福商业广场1层	白云区	广州市	B00141T79I	[]	联想(永泰专卖店)	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.302823	23.219549	联想
46	115.978959,40.460739	东外大街105号	延庆区	北京市	B000A8X9FL	[]	联想(建雄之星专卖店)	北京市	010-69102408;010-69102409;010-69189420	购物服务;家电电子卖场;数码电子	060306	115.978959	40.460739	联想
47	120.463933,31.120460	临湖镇经济开发区腾飞路158号	吴中区	苏州市	B020016IAX	[]	联想(临湖店)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.463933	31.120460	联想
48	113.301996,23.041644	洛溪新城吉祥道84-86号	番禺区	广州市	B00140NH56	[]	联想电脑(洛溪店)	广东省	020-34504006;020-34504007;020-34066006	购物服务;家电电子卖场;数码电子	060306	113.301996	23.041644	联想
49	118.090000,24.468193	电子城410	思明区	厦门市	B025003MCR	[]	联想(四美达店)	福建省	0592-2217421;0592-2226000	购物服务;家电电子卖场;数码电子	060306	118.090000	24.468193	联想
50	115.521050,35.562429	鄄五路中段水库1楼世纪数码广场	鄄城县	菏泽市	B021206FAN	[]	联想(世纪广场专卖店)	山东省	0530-2999555	购物服务;家电电子卖场;数码电子	060306	115.521050	35.562429	联想
51	120.706785,31.000272	黎民南路148号	吴江区	苏州市	B020018A4O	[]	联想(黎民南路)	江苏省	13771692101	购物服务;家电电子卖场;数码电子	060306	120.706785	31.000272	联想
52	80.104999,32.505203	陕西西路6附近	噶尔县	阿里地区	B03810M10H	[]	联想(河北路)	西藏自治区	[]	购物服务;家电电子卖场;数码电子	060306	80.104999	32.505203	联想
53	110.672462,31.745750	松柏镇连峰街13号	神农架林区	神农架林区	B06B7000II	[]	联想(连峰街)	湖北省	[]	购物服务;家电电子卖场;数码电子	060306	110.672462	31.745750	联想
54	112.177461,37.907725	青年路东曲市场1-56号	古交市	太原市	B015F0IW4W	[]	联想(古交新时代专卖店)	山西省	0351-5143323	购物服务;家电电子卖场;数码电子	060306	112.177461	37.907725	联想
55	119.471544,31.556924	别桥镇中街41号	溧阳市	常州市	B020705SCQ	[]	联想(别桥专卖店)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	119.471544	31.556924	联想
56	120.081822,31.826116	天宁街道郑陆镇科信电脑	天宁区	常州市	B02070URYQ	[]	联想(郑陆站)	江苏省	0519-88731291	购物服务;家电电子卖场;数码电子	060306	120.081822	31.826116	联想
57	104.650822,30.122249	建设北路205附近	雁江区	资阳市	B0340013P7	[]	联想(建设北路店)	四川省	028-86464634	购物服务;家电电子卖场;数码电子	060306	104.650822	30.122249	联想
58	117.268040,31.840997	黄山路299号	蜀山区	合肥市	B022715ZTU	[]	联想(新瑞祺专卖店)	安徽省	0551-67127319;0551-63670220	购物服务;家电电子卖场;数码电子	060306	117.268040	31.840997	联想
59	117.128276,28.969661	新平中路161号	乐平市	景德镇市	B031E13SKP	[]	联想(万达店)	江西省	[]	购物服务;家电电子卖场;数码电子	060306	117.128276	28.969661	联想
60	101.266985,26.626849	河滨花园B-10号	华坪县	丽江市	B0378007FA	[]	联想(华坪威盛店)	云南省	0888-6476007;0888-6124444;13108880878	购物服务;家电电子卖场;数码电子	060306	101.266985	26.626849	联想
61	117.873120,31.601580	巢湖中路324号联想扬天电脑(金夫人儿童摄影对面)	巢湖市	合肥市	B0235009BK	[]	联想(巢湖中路专卖店)	安徽省	13866998986	购物服务;家电电子卖场;数码电子	060306	117.873120	31.601580	联想
62	106.565124,31.078699	新城路165号	营山县	南充市	B03310OX5M	[]	联想(营山新世纪店)	四川省	0817-8212230;0817-8222828	购物服务;家电电子卖场;数码电子	060306	106.565124	31.078699	联想
63	119.967177,36.778603	青岛路102号	平度市	青岛市	B021409C25	[]	联想(旗舰店)	山东省	0532-88313030	购物服务;家电电子卖场;数码电子	060306	119.967177	36.778603	联想
64	115.888086,37.800571	腾达南大街9号	武邑县	衡水市	B013E0M1TH	[]	联想(腾达南大街专卖店)	河北省	0318-5722999;0318-5713063	购物服务;家电电子卖场;数码电子	060306	115.888086	37.800571	联想
65	106.930823,30.328885	鼎屏镇乌龟牌街南段91号恒源新城西区H栋23号	邻水县	广安市	B033A00AZ7	[]	联想(青年路)	四川省	4001009988;0826-3265128	购物服务;家电电子卖场;数码电子	060306	106.930823	30.328885	联想
66	120.488366,31.998989	长江东路378号附近	张家港市	苏州市	B020015RWF	[]	联想(长江东路)	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.488366	31.998989	联想
67	121.776920,39.048512	开发区金马路188号大商电器2层	金州区	大连市	B019B11C5O	[]	联想(开发区建园店)	辽宁省	0411-87613560;0411-87935508	购物服务;家电电子卖场;数码电子	060306	121.776920	39.048512	联想
68	114.799097,30.834785	古城大道117号	新洲区	武汉市	B001B1BPF4	[]	联想(博蓝专卖)	湖北省	[]	购物服务;家电电子卖场;数码电子	060306	114.799097	30.834785	联想
69	115.040844,37.065120	振兴大街新车站北行200米路东(公路管理站对面)	平乡县	邢台市	B013F009JD	[]	联想(平乡商用产品体验店)	河北省	0319-7830333;0319-7833102;13323098573	购物服务;家电电子卖场;数码电子	060306	115.040844	37.065120	联想
70	117.076410,30.534741	龙眠山南路赛格数码城A115-116号	宜秀区	安庆市	B022C0SB5J	[]	联想(赛格数码城店)	安徽省	0556-5170958;0556-5550000;13309661212	购物服务;家电电子卖场;数码电子	060306	117.076410	30.534741	联想
71	109.414992,24.325894	三中路好机汇电脑城1层1号	柳北区	柳州市	B03040OJP6	[]	联想(好机汇专卖店)	广西壮族自治区	0772-5301826;0772-2803520;13737949738	购物服务;家电电子卖场;数码电子	060306	109.414992	24.325894	联想
72	114.312200,38.089444	北斗路西段实验小学对面	鹿泉区	石家庄市	B01370T2N8	[]	联想(鹿泉专卖店)	河北省	0311-82182767	购物服务;家电电子卖场;数码电子	060306	114.312200	38.089444	联想
